Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,both sexes,Income (household),Quintile 4,2015-2018,56327,172355,32.7,1.6148,29.5,35.8,4.9,32.5,1.598203929,29.4,35.7,4.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,both sexes,Income (household),Quintile 5 (highest),2015-2018,75972,247108,30.7,1.2067,28.4,33.1,3.9,30.8,1.310952835,28.2,33.4,4.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Income (household),Quintile 1 (lowest),2015-2018,122391,414747,29.5,1.1142,27.3,31.7,3.8,30.9,1.361816302,28.3,33.6,4.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Income (household),Quintile 2,2015-2018,138422,505331,27.4,1.1349,25.2,29.6,4.1,28.1,1.160131374,25.8,30.4,4.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Income (household),Quintile 3,2015-2018,172693,596417,29,1.0305,26.9,31,3.6,29.7,1.093665898,27.5,31.8,3.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Income (household),Quintile 4,2015-2018,183674,641336,28.6,1.0230,26.6,30.6,3.6,28.7,1.013040541,26.7,30.7,3.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,both sexes,Income (household),Quintile 5 (highest),2015-2018,262616,941436,27.9,0.8249,26.3,29.5,3,26.8,0.786986822,25.3,28.4,2.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Income (household),Quintile 1 (lowest),2015-2018,148370,687770,21.6,0.9149,19.8,23.4,4.2,22.5,0.949082705,20.7,24.4,4.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Income (household),Quintile 2,2015-2018,151274,728196,20.8,0.8885,19,22.5,4.3,21.3,0.947107078,19.4,23.1,4.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Income (household),Quintile 3,2015-2018,161855,711824,22.7,0.9304,20.9,24.6,4.1,22.6,1.004662711,20.7,24.6,4.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Income (household),Quintile 4,2015-2018,162955,692029,23.5,0.9793,21.6,25.5,4.2,22.9,0.931544904,21.1,24.8,4.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,both sexes,Income (household),Quintile 5 (highest),2015-2018,161697,720208,22.5,0.9266,20.6,24.3,4.1,21.5,0.890639972,19.8,23.3,4.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,550377,2160299,25.5,0.9162,23.7,27.3,3.6,27,0.96689692,25.1,28.9,3.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,660530,2430062,27.2,0.8251,25.6,28.8,3,27.8,0.911262425,26,29.6,3.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,739906,2668522,27.7,0.7921,26.2,29.3,2.9,27.7,0.819424363,26.1,29.3,3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,839771,2814230,29.8,0.8040,28.3,31.4,2.7,29.4,0.771534275,27.9,30.9,2.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,941729,3224617,29.2,0.7006,27.8,30.6,2.4,28,0.677749629,26.6,29.3,2.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,11052,29127,37.9,3.1798,31.7,44.2,8.4,38.8,3.529083245,31.9,45.7,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,14831,36240,40.9,2.8966,35.2,46.6,7.1,41.9,3.673112403,34.7,49.1,8.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,14765,32753,45.1,2.8020,39.6,50.6,6.2,44,3.194343409,37.8,50.3,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,18706,41027,45.6,3.1651,39.4,51.8,6.9,45.1,3.004050715,39.2,51,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,25988,58888,44.1,2.6367,39,49.3,6,40.2,2.580646166,35.2,45.3,6.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,1795,6295,28.5,4.1305,20.4,36.6,14.5,30.8,4.347939975,22.3,39.3,14.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,3814,11406,33.4,3.5131,26.5,40.3,10.5,32,3.783445192,24.6,39.4,11.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,3504,11208,31.3,3.3452,24.7,37.8,10.7,32.7,3.901896635,25,40.3,11.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,4393,11820,37.2,3.5166,30.3,44.1,9.5,37.2,3.535052703,30.3,44.1,9.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,4508,13972,32.3,3.2915,25.8,38.7,10.2,32.6,3.207831229,26.3,38.9,9.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,20582,58202,35.4,2.8474,29.8,40.9,8.1,36.9,2.728449522,31.6,42.2,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,19626,57560,34.1,2.5250,29.1,39.1,7.4,34.8,2.613960312,29.7,39.9,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,25284,66532,38,2.5903,32.9,43.1,6.8,37.7,2.553043029,32.7,42.7,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,31294,82810,37.8,2.1823,33.5,42.1,5.8,36.2,2.072113285,32.1,40.2,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,28358,83666,33.9,2.0350,29.9,37.9,6,32.1,2.169008597,27.9,36.4,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,12874,34894,36.9,3.4493,30.1,43.7,9.3,39.8,3.641820813,32.6,46.9,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,18320,49506,37,2.9107,31.3,42.7,7.9,36.7,3.324238019,30.2,43.2,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,22758,61638,36.9,2.8529,31.3,42.5,7.7,35.9,2.5874944,30.8,41,7.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,27044,67838,39.9,2.5796,34.8,44.9,6.5,38.5,2.806152022,33,44,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,21517,60078,35.8,2.6775,30.6,41.1,7.5,32.5,2.456189645,27.7,37.3,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,155362,617759,25.1,1.0829,23,27.3,4.3,25.4,1.15988422,23.2,27.7,4.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,174571,659871,26.5,1.1572,24.2,28.7,4.4,26.8,1.136253296,24.6,29.1,4.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,185346,685148,27.1,0.9849,25.1,29,3.6,26.5,0.974498935,24.6,28.4,3.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,177742,673836,26.4,0.9939,24.4,28.3,3.8,25.4,0.974495655,23.5,27.3,3.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,146974,558550,26.3,1.1264,24.1,28.5,4.3,25,1.136225718,22.8,27.3,4.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,200947,871529,23.1,1.0344,21,25.1,4.5,24.7,1.170686451,22.4,27,4.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,261336,962505,27.2,1.0687,25.1,29.2,3.9,27.2,1.170071381,24.9,29.5,4.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,284778,1021931,27.9,1.0612,25.8,29.9,3.8,28.2,1.094140823,26,30.3,3.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,329731,1093631,30.2,1.0821,28,32.3,3.6,29.8,1.075276315,27.7,31.9,3.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,316929,1184114,26.8,0.9108,25,28.6,3.4,25.5,0.868625203,23.8,27.2,3.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,19615,77084,25.4,2.3032,20.9,30,9.1,26.4,2.396888644,21.7,31.1,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,25423,89591,28.4,2.2081,24,32.7,7.8,28.2,2.224435801,23.8,32.5,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,27682,94458,29.3,2.4141,24.6,34,8.2,29.4,2.420990355,24.6,34.1,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,35241,92720,38,2.3371,33.4,42.6,6.1,36.7,2.250292401,32.3,41.1,6.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,37644,100602,37.4,2.2099,33.1,41.8,5.9,36.5,2.059024883,32.5,40.6,5.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,13775,41438,33.2,3.2010,27,39.5,9.6,36.6,3.300541795,30.1,43.1,9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,18688,53006,35.3,3.0092,29.4,41.2,8.5,33.7,3.25175115,27.3,40,9.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,29016,75623,38.4,2.8032,32.9,43.9,7.3,37.6,2.772122805,32.2,43.1,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,32724,89971,36.4,2.3432,31.8,41,6.4,36.1,2.365852815,31.4,40.7,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Income (household),Quintile 5 (highest),2015-2018,49340,145248,34,1.6778,30.7,37.3,4.9,34.3,1.856868364,30.7,37.9,5.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Income (household),Quintile 1 (lowest),2015-2018,53390,184362,29,1.8947,25.2,32.7,6.5,30.2,1.97778526,26.4,34.1,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Income (household),Quintile 2,2015-2018,65793,240784,27.3,1.8518,23.7,31,6.8,28,1.820497841,24.4,31.6,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Income (household),Quintile 3,2015-2018,91027,297782,30.6,1.7265,27.2,34,5.6,32,1.71617238,28.7,35.4,5.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Income (household),Quintile 4,2015-2018,109725,339738,32.3,1.5422,29.3,35.3,4.8,32.4,1.488611453,29.5,35.3,4.6
