Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,Footnotes_ID
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,2015-2016,1407881.74,5052030.05,27.9,0.6419,26.6,29.1,2.3,3,28,0.642153047,26.7,29.3,2.3,3,3862,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,2015-2016,147018.47,448128.54,32.8,1.4080,30,35.6,4.3,3,32.8,1.440919107,30,35.7,4.4,3,743,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,2015-2016,134853.2,403043.47,33.5,1.5536,30.4,36.5,4.6,3,33.8,1.5285009,30.8,36.8,4.5,3,650,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,2015-2016,473058.58,1598200.19,29.6,1.0483,27.5,31.7,3.5,3,29.9,0.970546216,28,31.8,3.2,3,1649,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,2015-2016,406843.53,1757474.39,23.1,0.8322,21.5,24.8,3.6,3,23.3,0.835351314,21.7,24.9,3.6,3,1384,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,YUKON,60,adults aged 18+ years,1,males,2,2015-2016,5253.73,14464.99,36.3,3.0030,30.4,42.2,8.3,3,36.3,3.316567972,29.8,42.8,9.1,3,111,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,males,2,2015-2016,6434.23,15467.4,41.6,3.1749,35.4,47.8,7.6,3,40.8,3.301277608,34.3,47.3,8.1,3,133,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,males,2,2015-2016,3460.32,11385.74,30.4,3.6980,23.1,37.6,12.2,3,31.7,4.604291881,22.7,40.7,14.5,3,107,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,2015-2016,3270871.33,13190738.29,24.8,0.3246,24.2,25.4,1.3,3,24.6,0.325714124,23.9,25.2,1.3,3,13852,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,2015-2016,75887.48,201577.59,37.6,1.7769,34.2,41.1,4.7,3,37.3,1.806832923,33.8,40.8,4.8,3,575,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,2015-2016,16862.71,55552.72,30.4,1.8919,26.6,34.1,6.2,3,30.3,1.863835872,26.6,33.9,6.2,3,276,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,2015-2016,117750.59,364028.86,32.3,1.3564,29.7,35,4.2,3,32,1.429948255,29.2,34.8,4.5,3,740,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,2015-2016,108707.5,284395.61,38.2,1.6925,34.9,41.5,4.4,3,37.5,1.756508464,34.1,41,4.7,3,562,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,2015-2016,717576.72,3141676.6,22.8,0.6452,21.6,24.1,2.8,3,22.4,0.663408178,21.1,23.7,3,3,2655,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,2015-2016,1265688.59,5091605.74,24.9,0.5987,23.7,26,2.4,3,24.7,0.604594289,23.5,25.9,2.4,3,4117,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,2015-2016,121615.27,430026.97,28.3,1.3070,25.7,30.8,4.6,3,28.3,1.29947598,25.7,30.8,4.6,3,775,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,2015-2016,104720.93,372335.03,28.1,1.4007,25.4,30.9,5,3,27.9,1.36886232,25.2,30.6,4.9,3,657,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,2015-2016,382692.95,1470538.56,26,0.8671,24.3,27.7,3.3,3,26.1,0.86817683,24.4,27.8,3.3,3,1663,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,2015-2016,346339.37,1742604.05,19.9,0.7594,18.4,21.4,3.8,3,19.6,0.774804972,18.1,21.1,4,3,1468,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,YUKON,60,adults aged 18+ years,1,females,3,2015-2016,4425.83,13190.55,33.6,3.4554,26.8,40.3,10.3,3,33.4,3.245421084,27,39.8,9.7,3,119,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,females,3,2015-2016,5313.18,14111.69,37.7,2.9791,31.8,43.5,7.9,3,39.1,3.311343022,32.6,45.6,8.5,3,142,1
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,females,3,2015-2016,3290.21,9094.32,36.2,4.4968,27.4,45,12.4,3,37,5.292068811,26.6,47.4,14.3,3,103,1
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,CANADA,0,youth aged 12-17 years,2,both sexes,1,2015-2016,141477.12,1829346.52,7.7,0.4484,6.9,8.6,5.8,3,-,-,-,-,-,1,602,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,youth aged 12-17 years,2,both sexes,1,2015-2016,2720.87,26546.17,10.2,2.0471,6.2,14.3,20,2,-,-,-,-,-,1,30,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,PRINCE EDWARD ISLAND,11,youth aged 12-17 years,2,both sexes,1,2015-2016,*,*,*,*,*,*,33.1,2,-,-,-,-,-,1,9,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NOVA SCOTIA,12,youth aged 12-17 years,2,both sexes,1,2015-2016,5506.42,50286.07,11,1.7959,7.4,14.5,16.4,2,-,-,-,-,-,1,37,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NEW BRUNSWICK,13,youth aged 12-17 years,2,both sexes,1,2015-2016,4619.73,38652.29,12,2.5797,6.9,17,21.6,2,-,-,-,-,-,1,25,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,QUEBEC,24,youth aged 12-17 years,2,both sexes,1,2015-2016,29469.12,405715.4,7.3,0.8044,5.7,8.8,11.1,3,-,-,-,-,-,1,113,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,ONTARIO,35,youth aged 12-17 years,2,both sexes,1,2015-2016,52021.61,708519.25,7.3,0.8269,5.7,9,11.3,3,-,-,-,-,-,1,176,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,MANITOBA,46,youth aged 12-17 years,2,both sexes,1,2015-2016,7588.53,73976.49,10.3,1.7672,6.8,13.7,17.2,2,-,-,-,-,-,1,36,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,SASKATCHEWAN,47,youth aged 12-17 years,2,both sexes,1,2015-2016,4440.27,58565.59,7.6,1.5482,4.5,10.6,20.4,2,-,-,-,-,-,1,28,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,ALBERTA,48,youth aged 12-17 years,2,both sexes,1,2015-2016,15914.79,224507.46,7.1,1.1230,4.9,9.3,15.8,2,-,-,-,-,-,1,54,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,BRITISH COLUMBIA,59,youth aged 12-17 years,2,both sexes,1,2015-2016,17633.19,227566.9,7.7,1.3177,5.2,10.3,17,2,-,-,-,-,-,1,59,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,YUKON,60,youth aged 12-17 years,2,both sexes,1,2015-2016,211.62,1883.81,11.2,3.4338,4.5,18,30.6,2,-,-,-,-,-,1,10,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NORTHWEST TERRITORIES,61,youth aged 12-17 years,2,both sexes,1,2015-2016,255.05,1972.78,12.9,4.0588,5,20.9,31.4,2,-,-,-,-,-,1,13,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NUNAVUT,62,youth aged 12-17 years,2,both sexes,1,2015-2016,639.72,2424.87,26.4,8.0706,10.5,42.2,30.6,2,-,-,-,-,-,1,12,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,CANADA,0,youth aged 12-17 years,2,males,2,2015-2016,97382.42,940046.58,10.4,0.7292,8.9,11.8,7,3,-,-,-,-,-,1,391,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,youth aged 12-17 years,2,males,2,2015-2016,1540.02,14160.35,10.9,2.9105,5.2,16.6,26.8,2,-,-,-,-,-,1,17,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,PRINCE EDWARD ISLAND,11,youth aged 12-17 years,2,males,2,2015-2016,*,*,*,*,*,*,46.7,1,-,-,-,-,-,1,5,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NOVA SCOTIA,12,youth aged 12-17 years,2,males,2,2015-2016,4093.45,26536.1,15.4,3.0777,9.4,21.5,20,2,-,-,-,-,-,1,25,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NEW BRUNSWICK,13,youth aged 12-17 years,2,males,2,2015-2016,2597.58,19748.62,13.2,3.3294,6.6,19.7,25.3,2,-,-,-,-,-,1,15,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,QUEBEC,24,youth aged 12-17 years,2,males,2,2015-2016,19961.04,213371.84,9.4,1.3102,6.8,11.9,14,3,-,-,-,-,-,1,74,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,ONTARIO,35,youth aged 12-17 years,2,males,2,2015-2016,37133.36,362670.11,10.2,1.3469,7.6,12.9,13.2,3,-,-,-,-,-,1,120,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,MANITOBA,46,youth aged 12-17 years,2,males,2,2015-2016,5675.85,40022.56,14.2,2.8972,8.5,19.9,20.4,2,-,-,-,-,-,1,24,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,SASKATCHEWAN,47,youth aged 12-17 years,2,males,2,2015-2016,3679.36,29483.72,12.5,2.8540,6.9,18.1,22.9,2,-,-,-,-,-,1,21,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,ALBERTA,48,youth aged 12-17 years,2,males,2,2015-2016,9149.72,112864.64,8.1,1.6468,4.9,11.3,20.3,2,-,-,-,-,-,1,33,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,BRITISH COLUMBIA,59,youth aged 12-17 years,2,males,2,2015-2016,12614.42,113267.4,11.1,2.4066,6.4,15.9,21.6,2,-,-,-,-,-,1,36,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,YUKON,60,youth aged 12-17 years,2,males,2,2015-2016,*,*,*,*,*,*,54.3,1,-,-,-,-,-,1,4,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NORTHWEST TERRITORIES,61,youth aged 12-17 years,2,males,2,2015-2016,*,*,*,*,*,*,45.8,1,-,-,-,-,-,1,7,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NUNAVUT,62,youth aged 12-17 years,2,males,2,2015-2016,541.15,1439.15,37.6,12.3595,13.3,61.9,32.9,2,-,-,-,-,-,1,10,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,CANADA,0,youth aged 12-17 years,2,females,3,2015-2016,44094.7,889299.94,5,0.4948,4,5.9,10,3,-,-,-,-,-,1,211,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,youth aged 12-17 years,2,females,3,2015-2016,1180.85,12385.82,9.5,3.0118,3.6,15.4,31.6,2,-,-,-,-,-,1,13,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,PRINCE EDWARD ISLAND,11,youth aged 12-17 years,2,females,3,2015-2016,*,*,*,*,*,*,44.9,1,-,-,-,-,-,1,4,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NOVA SCOTIA,12,youth aged 12-17 years,2,females,3,2015-2016,1412.97,23749.97,5.9,1.7419,2.5,9.4,29.3,2,-,-,-,-,-,1,12,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NEW BRUNSWICK,13,youth aged 12-17 years,2,females,3,2015-2016,*,*,*,*,*,*,36,1,-,-,-,-,-,1,10,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,QUEBEC,24,youth aged 12-17 years,2,females,3,2015-2016,9508.08,192343.56,4.9,0.8946,3.2,6.7,18.1,2,-,-,-,-,-,1,39,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,ONTARIO,35,youth aged 12-17 years,2,females,3,2015-2016,14888.25,345849.14,4.3,0.8980,2.5,6.1,20.9,2,-,-,-,-,-,1,56,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,MANITOBA,46,youth aged 12-17 years,2,females,3,2015-2016,1912.68,33953.93,5.6,1.8526,2,9.3,32.9,2,-,-,-,-,-,1,12,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,SASKATCHEWAN,47,youth aged 12-17 years,2,females,3,2015-2016,*,*,*,*,*,*,44.3,1,-,-,-,-,-,1,7,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,ALBERTA,48,youth aged 12-17 years,2,females,3,2015-2016,6765.07,111642.82,6.1,1.5725,3,9.1,26,2,-,-,-,-,-,1,21,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,BRITISH COLUMBIA,59,youth aged 12-17 years,2,females,3,2015-2016,5018.77,114299.5,4.4,1.2241,2,6.8,27.9,2,-,-,-,-,-,1,23,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,YUKON,60,youth aged 12-17 years,2,females,3,2015-2016,*,*,*,*,*,*,37.5,1,-,-,-,-,-,1,6,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NORTHWEST TERRITORIES,61,youth aged 12-17 years,2,females,3,2015-2016,*,*,*,*,*,*,41.2,1,-,-,-,-,-,1,6,2
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,NUNAVUT,62,youth aged 12-17 years,2,females,3,2015-2016,*,*,*,*,*,*,96.4,1,-,-,-,-,-,1,2,2
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Canada,0,adults aged 18+ years,1,both sexes,1,2015-2017,7072849,26589147,26.6,0.1991,26.2,27,0.7,3,26.5,0.193923809,26.1,26.9,0.7,3,40472,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Regional,1011,adults aged 18+ years,1,both sexes,1,2015-2017,93489,243541,38.4,1.4841,35.5,41.3,3.9,3,38.2,1.57735953,35.1,41.3,4.1,3,577,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Central Regional,1012,adults aged 18+ years,1,both sexes,1,2015-2017,28409,69575,40.8,2.0777,36.8,44.9,5.1,3,40.8,2.355822932,36.2,45.4,5.8,3,394,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Western Regional,1013,adults aged 18+ years,1,both sexes,1,2015-2017,27192,60294,45.1,2.5085,40.2,50,5.6,3,44.7,2.476255817,39.9,49.6,5.5,3,365,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Labrador-Grenfell Regional,1014,adults aged 18+ years,1,both sexes,1,2015-2017,11998,25757,46.6,2.0835,42.5,50.7,4.5,3,46,2.266700185,41.5,50.4,4.9,3,309,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Edward Island,1100,adults aged 18+ years,1,both sexes,1,2015-2017,34092,110004,31,1.2426,28.6,33.4,4,3,30.4,1.165930824,28.1,32.7,3.8,3,732,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 - Western,1201,adults aged 18+ years,1,both sexes,1,2015-2017,54819,147642,37.1,1.6490,33.9,40.4,4.4,3,37.2,1.801514791,33.6,40.7,4.8,3,579,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 - Northern,1202,adults aged 18+ years,1,both sexes,1,2015-2017,41450,108080,38.4,1.9007,34.6,42.1,5,3,37.6,1.843460918,34,41.2,4.9,3,491,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 3 - Eastern,1203,adults aged 18+ years,1,both sexes,1,2015-2017,45148,114659,39.4,1.9835,35.5,43.3,5,3,39.4,2.135751996,35.2,43.6,5.4,3,516,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 4 - Central,1204,adults aged 18+ years,1,both sexes,1,2015-2017,103501,340709,30.4,1.3169,27.8,33,4.3,3,30.4,1.238192149,28,32.8,4.1,3,545,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 1 (Moncton area),1301,adults aged 18+ years,1,both sexes,1,2015-2017,64664,162612,39.8,2.1578,35.5,44,5.4,3,38.7,2.159969264,34.5,42.9,5.6,3,304,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 2 (Saint John area),1302,adults aged 18+ years,1,both sexes,1,2015-2017,48580,128025,37.9,2.2819,33.5,42.4,6,3,36.4,2.014718255,32.4,40.3,5.5,3,311,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 3 (Fredericton area),1303,adults aged 18+ years,1,both sexes,1,2015-2017,46556,127223,36.6,2.1731,32.3,40.9,5.9,3,36.2,2.304270403,31.7,40.7,6.4,3,287,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 4 (Edmundston area),1304,adults aged 18+ years,1,both sexes,1,2015-2017,14338,34779,41.2,3.3291,34.7,47.8,8.1,3,38.6,3.304720772,32.1,45.1,8.6,3,153,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 5 (Campbellton area),1305,adults aged 18+ years,1,both sexes,1,2015-2017,6820,18569,36.7,4.1139,28.7,44.8,11.2,3,38.1,4.380826931,29.5,46.7,11.5,3,128,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 6 (Bathurst area),1306,adults aged 18+ years,1,both sexes,1,2015-2017,19244,56676,34,2.1820,29.7,38.2,6.4,3,32.9,2.750656564,27.5,38.3,8.4,3,187,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Zone 7 (Miramichi area),1307,adults aged 18+ years,1,both sexes,1,2015-2017,13732,31115,44.1,3.4558,37.4,50.9,7.8,3,45.6,3.631229375,38.5,52.7,8,3,195,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Bas-Saint-Laurent,2401,adults aged 18+ years,1,both sexes,1,2015-2017,39526,156160,25.3,1.6447,22.1,28.5,6.5,3,24.9,1.572479413,21.8,27.9,6.3,3,373,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,1,both sexes,1,2015-2017,51027,212394,24,1.6673,20.8,27.3,6.9,3,24,1.424925691,21.2,26.8,5.9,3,426,1|3
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Capitale-Nationale,2403,adults aged 18+ years,1,both sexes,1,2015-2017,135070,581794,23.2,1.1920,20.9,25.6,5.1,3,23,1.216561489,20.6,25.4,5.3,3,520,1|3
